created_date,agency,complaint_type,descriptor,resolution_description
2025-08-28T23:03:53.000,NYPD,Illegal Parking,Blocked Sidewalk,The Police Department issued a summons in response to the complaint.
2025-03-28T23:32:58.000,NYPD,Noise - Commercial,Loud Music/Party,The Police Department responded to the complaint and took action to fix the condition.
2025-12-28T22:39:59.000,DOT,Street Condition,Pothole,The Department of Transportation inspected this complaint and repaired the problem.
2025-11-28T22:00:43.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a"
2025-03-28T23:44:34.000,NYPD,Noise - Commercial,Loud Music/Party,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.
2025-07-28T23:02:56.000,NYPD,Noise - Residential,Loud Music/Party,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.
2025-05-28T22:49:46.000,NYPD,Noise - Residential,Banging/Pounding,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.
2025-12-28T23:45:13.000,HPD,PAINT/PLASTER,WALL,HPD conducted an inspection of this complaint. The conditions observed by the inspector did not violate the housing laws enforced by HPD. The complaint has been closed.
2025-08-28T23:34:10.000,NYPD,Blocked Driveway,Partial Access,The Police Department issued a summons in response to the complaint.
2025-01-28T22:03:32.000,DSNY,Vendor Enforcement,Food Vendor,
2025-08-28T23:04:35.000,HPD,SAFETY,FIRE ESCAPE,"HPD inspected this condition so the complaint has been closed. Violations were issued. The law provides the property owner time to correct the condition(s).  Violation descriptions and the dates for the property owner to correct any violations are available at HPDONLINE.  If the owner has not corrected the condition by the date provided, you may wish to bring a case in housing court seeking the correction of these conditions.To find out more about how to start a housing court case, visit HPD's w"
2025-04-28T22:48:57.000,NYPD,Illegal Parking,Commercial Overnight Parking,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.
2025-06-28T23:24:06.000,NYPD,Noise - Street/Sidewalk,Loud Music/Party,The Police Department responded to the complaint and took action to fix the condition.
2025-01-28T22:50:27.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.
2025-04-28T23:48:00.000,NYPD,Noise - Residential,Banging/Pounding,The Police Department responded to the complaint but officers were unable to gain entry into the premises.
2025-10-28T21:53:38.000,NYPD,Illegal Parking,Parking Permit Improper Use,The Police Department responded and upon arrival those responsible for the condition were gone.
2025-09-28T22:08:28.000,NYPD,Noise - Residential,Loud Music/Party,The Police Department responded to the complaint and took action to fix the condition.
2025-07-28T22:10:31.000,NYPD,Noise - Street/Sidewalk,Loud Music/Party,The Police Department responded to the complaint and took action to fix the condition.
2025-05-28T22:02:13.000,DOB,Special Projects Inspection Team (SPIT),Sign/Awning/Marquee - Illegal/No Permit,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.
2025-05-28T22:29:44.000,NYPD,Illegal Parking,Blocked Hydrant,The Police Department responded to the complaint and took action to fix the condition.
2025-04-28T21:54:21.000,NYPD,Illegal Parking,Parking Permit Improper Use,The Police Department issued a summons in response to the complaint.
2025-09-28T23:30:28.000,NYPD,Blocked Driveway,Partial Access,The Police Department responded to the complaint and determined that police action was not necessary.
2025-12-28T21:48:58.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,HPD responded to a complaint of no heat or hot water in the building. An occupant of the building confirmed heat and hot water had been restored when the Inspector attempted to conduct the inspection or contacted you at the phone number associated with the complaint. The complaint has been closed. Please submit a new service request with 311 if the condition still exists.
2025-06-28T22:51:27.000,HPD,UNSANITARY CONDITION,SEWAGE,An HPD Inspector was not able to gain access to inspect this complaint. The Inspector left a card at the time of the inspection and a letter was sent from HPD after the inspection attempt to encourage you to call to schedule an inspection. HPD did not receive a timely response from you and the complaint has been closed. Please submit a new service request with 311 if the condition still exists.
