created_date,agency,complaint_type,descriptor,resolution_description,resolution_date,sentiment_label,urgency_score
2025-04-28T23:44:00.000,DEP,Noise,Noise: Construction Before/After Hours (NM1),"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2025-04-28T23:44:00.000,Neutral,2
2025-06-28T23:21:03.000,NYPD,Noise - Street/Sidewalk,Loud Music/Party,The Police Department responded to the complaint and took action to fix the condition.,2025-06-28T23:21:03.000,Neutral,2
2025-03-28T22:34:15.000,DSNY,Residential Disposal Complaint,Trash Not Separated from Recycling,The Department of Sanitation investigated this complaint and found no violation at the location.,2025-03-28T22:34:15.000,Neutral,1
2025-03-28T22:04:14.000,NYPD,Blocked Driveway,No Access,The Police Department issued a summons in response to the complaint.,2025-03-28T22:04:14.000,Frustrated,2
2025-09-28T22:50:03.000,NYPD,Noise - Residential,Loud Music/Party,The Police Department responded to the complaint and took action to fix the condition.,2025-09-28T22:50:03.000,Frustrated,4
2025-04-28T23:37:37.000,HPD,DOOR/WINDOW,DOOR,HPD conducted an inspection of this complaint. The conditions observed by the inspector did not violate the housing laws enforced by HPD. The complaint has been closed.,2025-04-28T23:37:37.000,Neutral,1
2025-08-28T23:56:07.000,NYPD,Noise - Residential,Loud Music/Party,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2025-08-28T23:56:07.000,Frustrated,4
2025-07-28T22:02:43.000,NYPD,Illegal Parking,Blocked Hydrant,The Police Department issued a summons in response to the complaint.,2025-07-28T22:02:43.000,Neutral,2
2025-12-28T22:02:03.000,DOB,Elevator,Elevator - Multiple Devices On Property,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2025-12-28T22:02:03.000,Neutral,2
2025-11-28T23:55:40.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a",2025-11-28T23:55:40.000,Neutral,2
2025-07-28T23:13:37.000,NYPD,Illegal Parking,Blocked Sidewalk,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-07-28T23:13:37.000,Neutral,2
2025-10-28T21:47:53.000,NYPD,Noise - Commercial,Loud Talking,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-28T21:47:53.000,Neutral,2
2025-02-28T22:15:56.000,NYPD,Noise - Commercial,Banging/Pounding,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-02-28T22:15:56.000,Neutral,2
2025-11-28T22:58:35.000,NYPD,Noise - Residential,Loud Television,"Your complaint has been received but does not fall under the jurisdiction of the New York City Police Department.  Please contact your local precinct for more information, including which City agency your request was referred to. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2025-11-28T22:58:35.000,Neutral,1
2025-09-28T23:33:17.000,NYPD,Illegal Parking,Blocked Sidewalk,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-09-28T23:33:17.000,Neutral,2
2025-11-28T23:43:51.000,NYPD,Noise - Residential,Loud Music/Party,"The New York City Police Department responded to the complaint and with the information available observed no evidence of a criminal violation at that time. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2025-11-28T23:43:51.000,Frustrated,2
2025-01-28T23:50:00.000,DEP,Noise,Noise: Construction Before/After Hours (NM1),The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2025-01-28T23:50:00.000,Neutral,1
2025-04-28T23:24:01.000,NYPD,Noise - Street/Sidewalk,Loud Talking,The Police Department responded to the complaint and took action to fix the condition.,2025-04-28T23:24:01.000,Neutral,2
2025-11-28T21:42:23.000,DSNY,Dirty Condition,Dog Waste,The Department of Sanitation investigated this complaint and found no violation at the location.,2025-11-28T21:42:23.000,Neutral,1
2025-06-28T23:55:15.000,NYPD,Noise - Residential,Loud Music/Party,The Police Department responded to the complaint and took action to fix the condition.,2025-06-28T23:55:15.000,Frustrated,4
2025-01-28T23:01:03.000,DCWP,Consumer Complaint,Tow Truck Company,The Department of Consumer and Worker Protection (DCWP) closed your complaint. It was closed because you didn't submit a completed complaint form or requested documents within 30 days of DCWP's request.,2025-01-28T23:01:03.000,Neutral,1
2025-03-28T23:25:13.000,NYPD,Noise - Commercial,Loud Music/Party,The Police Department responded to the complaint and took action to fix the condition.,2025-03-28T23:25:13.000,Neutral,2
2025-08-28T23:19:56.000,NYPD,Illegal Parking,Posted Parking Sign Violation,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-08-28T23:19:56.000,Neutral,2
2025-07-28T21:59:00.000,DEP,Water System,Fire Hydrant Emergency (FHE),The Department of Environmental Protection investigated this complaint and shut the running hydrant.,2025-07-28T21:59:00.000,Neutral,8
2025-12-28T21:39:23.000,NYPD,Noise - Residential,Loud Music/Party,"The New York City Police Department responded to the complaint and their investigation determined that no criminal violation existed. The condition was corrected without the need to issue a summons or effect an arrest. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). Thank you for your attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2025-12-28T21:39:23.000,Neutral,2
2025-11-28T23:49:59.000,NYPD,Noise - Residential,Loud Music/Party,"The New York City Police Department responded to the complaint and with the information available observed no evidence of a criminal violation at that time. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2025-11-28T23:49:59.000,Frustrated,2
2025-03-28T22:57:42.000,DOT,Sidewalk Condition,Sidewalk Violation,"The Department of Transportation will inspect the complaint location and notify the property owner within 180 days if a defective sidewalk condition exists. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",2025-03-28T22:57:42.000,Neutral,2
2025-07-28T23:34:50.000,EDC,Noise - Helicopter,Other,,2025-07-28T23:34:50.000,Frustrated,2
2025-07-28T23:38:51.000,HPD,DOOR/WINDOW,DOOR FRAME,An HPD Inspector was not able to gain access to inspect this complaint. The Inspector left a card at the time of the inspection and a letter was sent from HPD after the inspection attempt to encourage you to call to schedule an inspection. HPD did not receive a timely response from you and the complaint has been closed. Please submit a new service request with 311 if the condition still exists.,2025-07-28T23:38:51.000,Neutral,1
2025-08-28T23:15:22.000,TLC,Taxi Complaint,Driver Complaint - Passenger,A hearing was scheduled at the OATH/Taxi and Limousine Tribunal.,2025-08-28T23:15:22.000,Neutral,1
2025-09-28T23:04:51.000,NYPD,Blocked Driveway,No Access,The Police Department responded and upon arrival those responsible for the condition were gone.,2025-09-28T23:04:51.000,Frustrated,3
2025-07-28T22:39:43.000,NYPD,Drinking,In Public,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-07-28T22:39:43.000,Neutral,1
2025-01-28T23:41:47.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a",2025-01-28T23:41:47.000,Neutral,2
